v1, v2, dup lines, v1_lines, v2_lines
1.5.0, 2.1.4, 119, 4379, 14536
1.5.0, 2.2.0, 99, 4379, 5749
1.5.0, 2.2.1, 99, 4379, 5747
1.5.0, 2.2.2, 99, 4379, 5749
1.5.0, 2.2.3, 99, 4379, 5749
1.5.0, 2.2.4, 99, 4379, 5742
1.5.0, 3.0.0, 61, 4379, 6013
1.5.0, 3.1.0, 61, 4379, 6034
1.5.0, 3.1.1, 61, 4379, 6095
1.5.0, 3.2.0, 61, 4379, 6117
1.5.0, 3.2.1, 61, 4379, 6117
1.5.0, 3.3.0, 29, 4379, 6235
1.5.0, 3.3.1, 29, 4379, 6235
1.5.0, 3.4.0, 10, 4379, 6352
1.5.0, 3.4.1, 10, 4379, 6357
1.5.1, 1.10.0, 182, 4447, 5322
1.5.1, 1.10.1, 182, 4447, 5318
1.5.1, 1.10.2, 182, 4447, 5325
1.5.1, 1.11.0, 182, 4447, 15110
1.5.1, 1.11.1, 182, 4447, 15088
1.5.1, 1.11.2, 182, 4447, 15107
1.5.1, 1.11.3, 182, 4447, 15107
1.5.1, 1.12.0, 112, 4447, 6336
1.5.1, 1.12.1, 112, 4447, 6335
1.5.1, 1.12.2, 112, 4447, 6328
1.5.1, 1.12.3, 112, 4447, 6323
1.5.1, 1.12.4, 112, 4447, 6323
1.5.1, 1.2.2, 0, 4447, 2092
1.5.1, 1.2.3, 0, 4447, 2116
1.5.1, 1.2.4, 0, 4447, 2197
1.5.1, 1.2.5, 0, 4447, 2197
1.5.1, 1.2.6, 0, 4447, 2200
1.5.1, 1.3, 10, 4447, 2850
1.5.1, 1.3.0, 10, 4447, 2850
1.5.1, 1.3.1, 10, 4447, 2843
1.5.1, 1.3.2, 10, 4447, 2953
1.5.1, 1.4, 551, 4447, 3296
1.5.1, 1.4.0, 551, 4447, 3296
1.5.1, 1.4.1, 553, 4447, 3349
1.5.1, 1.4.2, 702, 4447, 3455
1.5.1, 1.4.3, 758, 4447, 3790
1.5.1, 1.4.4, 755, 4447, 3890
1.5.1, 1.5, 945, 4447, 4379
1.5.1, 1.5.0, 945, 4447, 4379
1.5.1, 1.5.1, 1014, 4447, 4447
1.5.1, 1.5.2, 1014, 4447, 4479
1.5.1, 1.6, 973, 4447, 4867
1.5.1, 1.6.0, 973, 4447, 4867
1.5.1, 1.6.1, 971, 4447, 4914
1.5.1, 1.6.2, 971, 4447, 4950
1.5.1, 1.6.3, 971, 4447, 5204
1.5.1, 1.6.4, 971, 4447, 5204
1.5.1, 1.7, 791, 4447, 5398
1.5.1, 1.7.0, 791, 4447, 5398
1.5.1, 1.7.1, 791, 4447, 5373
1.5.1, 1.7.2, 763, 4447, 5473
1.5.1, 1.8.0, 555, 4447, 5314
1.5.1, 1.8.1, 555, 4447, 5319
1.5.1, 1.8.2, 555, 4447, 5323
1.5.1, 1.8.3, 521, 4447, 5335
1.5.1, 1.9.0, 247, 4447, 5269
1.5.1, 1.9.1, 247, 4447, 5290
1.5.1, 2.0.0, 180, 4447, 4804
1.5.1, 2.0.1, 180, 4447, 4825
1.5.1, 2.0.2, 180, 4447, 4819
1.5.1, 2.0.3, 180, 4447, 4829
1.5.1, 2.1.0, 180, 4447, 14476
1.5.1, 2.1.1, 180, 4447, 14525
1.5.1, 2.1.2, 180, 4447, 14536
1.5.1, 2.1.3, 180, 4447, 14536
1.5.1, 2.1.4, 180, 4447, 14536
1.5.1, 2.2.0, 89, 4447, 5749
1.5.1, 2.2.1, 89, 4447, 5747
1.5.1, 2.2.2, 89, 4447, 5749
1.5.1, 2.2.3, 89, 4447, 5749
1.5.1, 2.2.4, 89, 4447, 5742
1.5.1, 3.0.0, 77, 4447, 6013
1.5.1, 3.1.0, 77, 4447, 6034
1.5.1, 3.1.1, 77, 4447, 6095
1.5.1, 3.2.0, 77, 4447, 6117
1.5.1, 3.2.1, 77, 4447, 6117
1.5.1, 3.3.0, 29, 4447, 6235
1.5.1, 3.3.1, 29, 4447, 6235
1.5.1, 3.4.0, 10, 4447, 6352
1.5.1, 3.4.1, 10, 4447, 6357
1.5.2, 1.10.0, 181, 4479, 5322
1.5.2, 1.10.1, 181, 4479, 5318
1.5.2, 1.10.2, 181, 4479, 5325
1.5.2, 1.11.0, 181, 4479, 15110
1.5.2, 1.11.1, 181, 4479, 15088
1.5.2, 1.11.2, 181, 4479, 15107
1.5.2, 1.11.3, 181, 4479, 15107
1.5.2, 1.12.0, 112, 4479, 6336
1.5.2, 1.12.1, 112, 4479, 6335
1.5.2, 1.12.2, 112, 4479, 6328
1.5.2, 1.12.3, 112, 4479, 6323
1.5.2, 1.12.4, 112, 4479, 6323
1.5.2, 1.2.2, 0, 4479, 2092
1.5.2, 1.2.3, 0, 4479, 2116
1.5.2, 1.2.4, 0, 4479, 2197
1.5.2, 1.2.5, 0, 4479, 2197
1.5.2, 1.2.6, 0, 4479, 2200
1.5.2, 1.3, 10, 4479, 2850
1.5.2, 1.3.0, 10, 4479, 2850
1.5.2, 1.3.1, 10, 4479, 2843
1.5.2, 1.3.2, 10, 4479, 2953
1.5.2, 1.4, 585, 4479, 3296
1.5.2, 1.4.0, 585, 4479, 3296
1.5.2, 1.4.1, 587, 4479, 3349
1.5.2, 1.4.2, 739, 4479, 3455
1.5.2, 1.4.3, 803, 4479, 3790
1.5.2, 1.4.4, 803, 4479, 3890
1.5.2, 1.5, 933, 4479, 4379
1.5.2, 1.5.0, 933, 4479, 4379
1.5.2, 1.5.1, 1007, 4479, 4447
1.5.2, 1.5.2, 1043, 4479, 4479
1.5.2, 1.6, 1022, 4479, 4867
1.5.2, 1.6.0, 1022, 4479, 4867
1.5.2, 1.6.1, 993, 4479, 4914
1.5.2, 1.6.2, 993, 4479, 4950
1.5.2, 1.6.3, 993, 4479, 5204
1.5.2, 1.6.4, 993, 4479, 5204
1.5.2, 1.7, 683, 4479, 5398
1.5.2, 1.7.0, 683, 4479, 5398
1.5.2, 1.7.1, 680, 4479, 5373
1.5.2, 1.7.2, 673, 4479, 5473
1.5.2, 1.8.0, 494, 4479, 5314
1.5.2, 1.8.1, 494, 4479, 5319
1.5.2, 1.8.2, 494, 4479, 5323
1.5.2, 1.8.3, 460, 4479, 5335
1.5.2, 1.9.0, 252, 4479, 5269
1.5.2, 1.9.1, 242, 4479, 5290
1.5.2, 2.0.0, 185, 4479, 4804
1.5.2, 2.0.1, 185, 4479, 4825
1.5.2, 2.0.2, 185, 4479, 4819
1.5.2, 2.0.3, 185, 4479, 4829
1.5.2, 2.1.0, 185, 4479, 14476
1.5.2, 2.1.1, 185, 4479, 14525
1.5.2, 2.1.2, 185, 4479, 14536
1.5.2, 2.1.3, 185, 4479, 14536
1.5.2, 2.1.4, 185, 4479, 14536
1.5.2, 2.2.0, 95, 4479, 5749
1.5.2, 2.2.1, 95, 4479, 5747
1.5.2, 2.2.2, 95, 4479, 5749
1.5.2, 2.2.3, 95, 4479, 5749
1.5.2, 2.2.4, 95, 4479, 5742
1.5.2, 3.0.0, 83, 4479, 6013
1.5.2, 3.1.0, 83, 4479, 6034
1.5.2, 3.1.1, 83, 4479, 6095
1.5.2, 3.2.0, 83, 4479, 6117
1.5.2, 3.2.1, 83, 4479, 6117
1.5.2, 3.3.0, 51, 4479, 6235
1.5.2, 3.3.1, 51, 4479, 6235
1.5.2, 3.4.0, 10, 4479, 6352
1.5.2, 3.4.1, 10, 4479, 6357
1.6, 1.10.0, 204, 4867, 5322
1.6, 1.10.1, 204, 4867, 5318
1.6, 1.10.2, 204, 4867, 5325
1.6, 1.11.0, 173, 4867, 15110
1.6, 1.11.1, 173, 4867, 15088
1.6, 1.11.2, 173, 4867, 15107
1.6, 1.11.3, 173, 4867, 15107
1.6, 1.12.0, 109, 4867, 6336
1.6, 1.12.1, 109, 4867, 6335
1.6, 1.12.2, 109, 4867, 6328
1.6, 1.12.3, 109, 4867, 6323
1.6, 1.12.4, 109, 4867, 6323
1.6, 1.3, 0, 4867, 2850
1.6, 1.3.0, 0, 4867, 2850
1.6, 1.3.1, 0, 4867, 2843
1.6, 1.3.2, 0, 4867, 2953
1.6, 1.4, 448, 4867, 3296
1.6, 1.4.0, 448, 4867, 3296
1.6, 1.4.1, 487, 4867, 3349
1.6, 1.4.2, 682, 4867, 3455
1.6, 1.4.3, 743, 4867, 3790
1.6, 1.4.4, 746, 4867, 3890
1.6, 1.5, 914, 4867, 4379
1.6, 1.5.0, 914, 4867, 4379
1.6, 1.5.1, 1039, 4867, 4447
1.6, 1.5.2, 1040, 4867, 4479
1.6, 1.6, 1061, 4867, 4867
1.6, 1.6.0, 1061, 4867, 4867
1.6, 1.6.1, 1027, 4867, 4914
1.6, 1.6.2, 1024, 4867, 4950
1.6, 1.6.3, 1015, 4867, 5204
1.6, 1.6.4, 1015, 4867, 5204
1.6, 1.7, 719, 4867, 5398
1.6, 1.7.0, 719, 4867, 5398
1.6, 1.7.1, 708, 4867, 5373
1.6, 1.7.2, 717, 4867, 5473
1.6, 1.8.0, 484, 4867, 5314
1.6, 1.8.1, 484, 4867, 5319
1.6, 1.8.2, 484, 4867, 5323
1.6, 1.8.3, 471, 4867, 5335
1.6, 1.9.0, 330, 4867, 5269
1.6, 1.9.1, 329, 4867, 5290
1.6, 2.0.0, 173, 4867, 4804
1.6, 2.0.1, 173, 4867, 4825
1.6, 2.0.2, 173, 4867, 4819
1.6, 2.0.3, 173, 4867, 4829
1.6, 2.1.0, 173, 4867, 14476
1.6, 2.1.1, 173, 4867, 14525
1.6, 2.1.2, 173, 4867, 14536
1.6, 2.1.3, 173, 4867, 14536
1.6, 2.1.4, 173, 4867, 14536
1.6, 2.2.0, 79, 4867, 5749
1.6, 2.2.1, 79, 4867, 5747
1.6, 2.2.2, 79, 4867, 5749
1.6, 2.2.3, 79, 4867, 5749
1.6, 2.2.4, 79, 4867, 5742
1.6, 3.0.0, 67, 4867, 6013
1.6, 3.1.0, 67, 4867, 6034
1.6, 3.1.1, 67, 4867, 6095
1.6, 3.2.0, 67, 4867, 6117
1.6, 3.2.1, 67, 4867, 6117
1.6, 3.3.0, 40, 4867, 6235
1.6, 3.3.1, 40, 4867, 6235
1.6, 3.4.0, 40, 4867, 6352
1.6, 3.4.1, 40, 4867, 6357
1.6.0, 1.10.0, 204, 4867, 5322
1.6.0, 1.10.1, 204, 4867, 5318
1.6.0, 1.10.2, 204, 4867, 5325
1.6.0, 1.11.0, 173, 4867, 15110
1.6.0, 1.11.1, 173, 4867, 15088
1.6.0, 1.11.2, 173, 4867, 15107
1.6.0, 1.11.3, 173, 4867, 15107
1.6.0, 1.12.0, 109, 4867, 6336
1.6.0, 1.12.1, 109, 4867, 6335
1.6.0, 1.12.2, 109, 4867, 6328
1.6.0, 1.12.3, 109, 4867, 6323
1.6.0, 1.12.4, 109, 4867, 6323
1.6.0, 1.3, 0, 4867, 2850
1.6.0, 1.3.0, 0, 4867, 2850
1.6.0, 1.3.1, 0, 4867, 2843
1.6.0, 1.3.2, 0, 4867, 2953
1.6.0, 1.4, 448, 4867, 3296
1.6.0, 1.4.0, 448, 4867, 3296
1.6.0, 1.4.1, 487, 4867, 3349
1.6.0, 1.4.2, 682, 4867, 3455
1.6.0, 1.4.3, 743, 4867, 3790
1.6.0, 1.4.4, 746, 4867, 3890
1.6.0, 1.5, 914, 4867, 4379
1.6.0, 1.5.0, 914, 4867, 4379
1.6.0, 1.5.1, 1039, 4867, 4447
1.6.0, 1.5.2, 1040, 4867, 4479
1.6.0, 1.6, 1061, 4867, 4867
1.6.0, 1.6.0, 1061, 4867, 4867
1.6.0, 1.6.1, 1027, 4867, 4914
1.6.0, 1.6.2, 1024, 4867, 4950
1.6.0, 1.6.3, 1015, 4867, 5204
1.6.0, 1.6.4, 1015, 4867, 5204
1.6.0, 1.7, 719, 4867, 5398
1.6.0, 1.7.0, 719, 4867, 5398
1.6.0, 1.7.1, 708, 4867, 5373
1.6.0, 1.7.2, 717, 4867, 5473
1.6.0, 1.8.0, 484, 4867, 5314
1.6.0, 1.8.1, 484, 4867, 5319
1.6.0, 1.8.2, 484, 4867, 5323
1.6.0, 1.8.3, 471, 4867, 5335
1.6.0, 1.9.0, 330, 4867, 5269
1.6.0, 1.9.1, 329, 4867, 5290
1.6.0, 2.0.0, 173, 4867, 4804
1.6.0, 2.0.1, 173, 4867, 4825
1.6.0, 2.0.2, 173, 4867, 4819
1.6.0, 2.0.3, 173, 4867, 4829
1.6.0, 2.1.0, 173, 4867, 14476
1.6.0, 2.1.1, 173, 4867, 14525
1.6.0, 2.1.2, 173, 4867, 14536
1.6.0, 2.1.3, 173, 4867, 14536
1.6.0, 2.1.4, 173, 4867, 14536
1.6.0, 2.2.0, 79, 4867, 5749
1.6.0, 2.2.1, 79, 4867, 5747
1.6.0, 2.2.2, 79, 4867, 5749
1.6.0, 2.2.3, 79, 4867, 5749
1.6.0, 2.2.4, 79, 4867, 5742
1.6.0, 3.0.0, 67, 4867, 6013
1.6.0, 3.1.0, 67, 4867, 6034
1.6.0, 3.1.1, 67, 4867, 6095
1.6.0, 3.2.0, 67, 4867, 6117
1.6.0, 3.2.1, 67, 4867, 6117
1.6.0, 3.3.0, 40, 4867, 6235
1.6.0, 3.3.1, 40, 4867, 6235
1.6.0, 3.4.0, 40, 4867, 6352
1.6.0, 3.4.1, 40, 4867, 6357
1.6.1, 1.10.0, 190, 4914, 5322
1.6.1, 1.10.1, 190, 4914, 5318
1.6.1, 1.10.2, 190, 4914, 5325
1.6.1, 1.11.0, 159, 4914, 15110
1.6.1, 1.11.1, 159, 4914, 15088
1.6.1, 1.11.2, 159, 4914, 15107
1.6.1, 1.11.3, 159, 4914, 15107
1.6.1, 1.12.0, 95, 4914, 6336
1.6.1, 1.12.1, 95, 4914, 6335
1.6.1, 1.12.2, 95, 4914, 6328
1.6.1, 1.12.3, 95, 4914, 6323
1.6.1, 1.12.4, 95, 4914, 6323
1.6.1, 1.3, 0, 4914, 2850
1.6.1, 1.3.0, 0, 4914, 2850
1.6.1, 1.3.1, 0, 4914, 2843
1.6.1, 1.3.2, 0, 4914, 2953
1.6.1, 1.4, 409, 4914, 3296
1.6.1, 1.4.0, 409, 4914, 3296
1.6.1, 1.4.1, 444, 4914, 3349
1.6.1, 1.4.2, 640, 4914, 3455
1.6.1, 1.4.3, 682, 4914, 3790
1.6.1, 1.4.4, 685, 4914, 3890
1.6.1, 1.5, 866, 4914, 4379
1.6.1, 1.5.0, 866, 4914, 4379
1.6.1, 1.5.1, 1005, 4914, 4447
1.6.1, 1.5.2, 1005, 4914, 4479
1.6.1, 1.6, 1013, 4914, 4867
1.6.1, 1.6.0, 1013, 4914, 4867
1.6.1, 1.6.1, 1053, 4914, 4914
1.6.1, 1.6.2, 1048, 4914, 4950
1.6.1, 1.6.3, 1048, 4914, 5204
1.6.1, 1.6.4, 1048, 4914, 5204
1.6.1, 1.7, 777, 4914, 5398
1.6.1, 1.7.0, 777, 4914, 5398
1.6.1, 1.7.1, 758, 4914, 5373
1.6.1, 1.7.2, 769, 4914, 5473
1.6.1, 1.8.0, 489, 4914, 5314
1.6.1, 1.8.1, 489, 4914, 5319
1.6.1, 1.8.2, 492, 4914, 5323
1.6.1, 1.8.3, 477, 4914, 5335
1.6.1, 1.9.0, 308, 4914, 5269
1.6.1, 1.9.1, 307, 4914, 5290
1.6.1, 2.0.0, 161, 4914, 4804
1.6.1, 2.0.1, 161, 4914, 4825
1.6.1, 2.0.2, 161, 4914, 4819
1.6.1, 2.0.3, 161, 4914, 4829
1.6.1, 2.1.0, 161, 4914, 14476
1.6.1, 2.1.1, 161, 4914, 14525
1.6.1, 2.1.2, 161, 4914, 14536
1.6.1, 2.1.3, 161, 4914, 14536
1.6.1, 2.1.4, 161, 4914, 14536
1.6.1, 2.2.0, 67, 4914, 5749
1.6.1, 2.2.1, 67, 4914, 5747
1.6.1, 2.2.2, 67, 4914, 5749
1.6.1, 2.2.3, 67, 4914, 5749
1.6.1, 2.2.4, 67, 4914, 5742
1.6.1, 3.0.0, 55, 4914, 6013
1.6.1, 3.1.0, 55, 4914, 6034
1.6.1, 3.1.1, 55, 4914, 6095
1.6.1, 3.2.0, 55, 4914, 6117
1.6.1, 3.2.1, 55, 4914, 6117
1.6.1, 3.3.0, 28, 4914, 6235
1.6.1, 3.3.1, 28, 4914, 6235
1.6.1, 3.4.0, 28, 4914, 6352
1.6.1, 3.4.1, 28, 4914, 6357
1.6.2, 1.10.0, 213, 4950, 5322
1.6.2, 1.10.1, 213, 4950, 5318
1.6.2, 1.10.2, 213, 4950, 5325
1.6.2, 1.11.0, 176, 4950, 15110
1.6.2, 1.11.1, 176, 4950, 15088
1.6.2, 1.11.2, 176, 4950, 15107
1.6.2, 1.11.3, 176, 4950, 15107
1.6.2, 1.12.0, 112, 4950, 6336
1.6.2, 1.12.1, 112, 4950, 6335
1.6.2, 1.12.2, 112, 4950, 6328
1.6.2, 1.12.3, 112, 4950, 6323
1.6.2, 1.12.4, 112, 4950, 6323
1.6.2, 1.3, 0, 4950, 2850
1.6.2, 1.3.0, 0, 4950, 2850
1.6.2, 1.3.1, 0, 4950, 2843
1.6.2, 1.3.2, 0, 4950, 2953
1.6.2, 1.4, 422, 4950, 3296
1.6.2, 1.4.0, 422, 4950, 3296
1.6.2, 1.4.1, 462, 4950, 3349
1.6.2, 1.4.2, 659, 4950, 3455
1.6.2, 1.4.3, 743, 4950, 3790
1.6.2, 1.4.4, 748, 4950, 3890
1.6.2, 1.5, 934, 4950, 4379
1.6.2, 1.5.0, 934, 4950, 4379
1.6.2, 1.5.1, 1043, 4950, 4447
1.6.2, 1.5.2, 1043, 4950, 4479
1.6.2, 1.6, 1074, 4950, 4867
1.6.2, 1.6.0, 1074, 4950, 4867
1.6.2, 1.6.1, 1097, 4950, 4914
1.6.2, 1.6.2, 1100, 4950, 4950
1.6.2, 1.6.3, 1099, 4950, 5204
1.6.2, 1.6.4, 1099, 4950, 5204
1.6.2, 1.7, 761, 4950, 5398
1.6.2, 1.7.0, 761, 4950, 5398
1.6.2, 1.7.1, 765, 4950, 5373
1.6.2, 1.7.2, 791, 4950, 5473
1.6.2, 1.8.0, 629, 4950, 5314
1.6.2, 1.8.1, 629, 4950, 5319
1.6.2, 1.8.2, 630, 4950, 5323
1.6.2, 1.8.3, 624, 4950, 5335
1.6.2, 1.9.0, 508, 4950, 5269
1.6.2, 1.9.1, 507, 4950, 5290
1.6.2, 2.0.0, 285, 4950, 4804
1.6.2, 2.0.1, 285, 4950, 4825
1.6.2, 2.0.2, 285, 4950, 4819
1.6.2, 2.0.3, 285, 4950, 4829
1.6.2, 2.1.0, 285, 4950, 14476
1.6.2, 2.1.1, 285, 4950, 14525
1.6.2, 2.1.2, 285, 4950, 14536
1.6.2, 2.1.3, 285, 4950, 14536
1.6.2, 2.1.4, 285, 4950, 14536
1.6.2, 2.2.0, 166, 4950, 5749
1.6.2, 2.2.1, 166, 4950, 5747
1.6.2, 2.2.2, 166, 4950, 5749
1.6.2, 2.2.3, 166, 4950, 5749
1.6.2, 2.2.4, 166, 4950, 5742
1.6.2, 3.0.0, 121, 4950, 6013
1.6.2, 3.1.0, 121, 4950, 6034
1.6.2, 3.1.1, 121, 4950, 6095
1.6.2, 3.2.0, 121, 4950, 6117
1.6.2, 3.2.1, 121, 4950, 6117
1.6.2, 3.3.0, 94, 4950, 6235
1.6.2, 3.3.1, 94, 4950, 6235
1.6.2, 3.4.0, 20, 4950, 6352
1.6.2, 3.4.1, 20, 4950, 6357
1.6.3, 1.10.0, 218, 5204, 5322
1.6.3, 1.10.1, 218, 5204, 5318
1.6.3, 1.10.2, 218, 5204, 5325
1.6.3, 1.11.0, 180, 5204, 15110
1.6.3, 1.11.1, 180, 5204, 15088
1.6.3, 1.11.2, 180, 5204, 15107
1.6.3, 1.11.3, 180, 5204, 15107
1.6.3, 1.12.0, 126, 5204, 6336
1.6.3, 1.12.1, 126, 5204, 6335
1.6.3, 1.12.2, 126, 5204, 6328
1.6.3, 1.12.3, 126, 5204, 6323
1.6.3, 1.12.4, 126, 5204, 6323
1.6.3, 1.3, 0, 5204, 2850
1.6.3, 1.3.0, 0, 5204, 2850
1.6.3, 1.3.1, 0, 5204, 2843
1.6.3, 1.3.2, 0, 5204, 2953
1.6.3, 1.4, 442, 5204, 3296
1.6.3, 1.4.0, 442, 5204, 3296
1.6.3, 1.4.1, 494, 5204, 3349
1.6.3, 1.4.2, 687, 5204, 3455
1.6.3, 1.4.3, 815, 5204, 3790
1.6.3, 1.4.4, 825, 5204, 3890
1.6.3, 1.5, 902, 5204, 4379
1.6.3, 1.5.0, 902, 5204, 4379
1.6.3, 1.5.1, 983, 5204, 4447
1.6.3, 1.5.2, 983, 5204, 4479
1.6.3, 1.6, 1035, 5204, 4867
1.6.3, 1.6.0, 1035, 5204, 4867
1.6.3, 1.6.1, 1046, 5204, 4914
1.6.3, 1.6.2, 1052, 5204, 4950
1.6.3, 1.6.3, 1053, 5204, 5204
1.6.3, 1.6.4, 1053, 5204, 5204
1.6.3, 1.7, 719, 5204, 5398
1.6.3, 1.7.0, 719, 5204, 5398
1.6.3, 1.7.1, 719, 5204, 5373
1.6.3, 1.7.2, 735, 5204, 5473
1.6.3, 1.8.0, 520, 5204, 5314
1.6.3, 1.8.1, 520, 5204, 5319
1.6.3, 1.8.2, 516, 5204, 5323
1.6.3, 1.8.3, 495, 5204, 5335
1.6.3, 1.9.0, 368, 5204, 5269
1.6.3, 1.9.1, 352, 5204, 5290
1.6.3, 2.0.0, 222, 5204, 4804
1.6.3, 2.0.1, 222, 5204, 4825
1.6.3, 2.0.2, 222, 5204, 4819
1.6.3, 2.0.3, 222, 5204, 4829
1.6.3, 2.1.0, 222, 5204, 14476
1.6.3, 2.1.1, 222, 5204, 14525
1.6.3, 2.1.2, 222, 5204, 14536
1.6.3, 2.1.3, 222, 5204, 14536
1.6.3, 2.1.4, 222, 5204, 14536
1.6.3, 2.2.0, 135, 5204, 5749
1.6.3, 2.2.1, 135, 5204, 5747
1.6.3, 2.2.2, 135, 5204, 5749
1.6.3, 2.2.3, 135, 5204, 5749
1.6.3, 2.2.4, 135, 5204, 5742
1.6.3, 3.0.0, 123, 5204, 6013
1.6.3, 3.1.0, 123, 5204, 6034
1.6.3, 3.1.1, 123, 5204, 6095
1.6.3, 3.2.0, 123, 5204, 6117
1.6.3, 3.2.1, 123, 5204, 6117
1.6.3, 3.3.0, 96, 5204, 6235
1.6.3, 3.3.1, 96, 5204, 6235
1.6.3, 3.4.0, 71, 5204, 6352
1.6.3, 3.4.1, 71, 5204, 6357
1.6.4, 1.10.0, 218, 5204, 5322
1.6.4, 1.10.1, 218, 5204, 5318
1.6.4, 1.10.2, 218, 5204, 5325
1.6.4, 1.11.0, 180, 5204, 15110
1.6.4, 1.11.1, 180, 5204, 15088
1.6.4, 1.11.2, 180, 5204, 15107
1.6.4, 1.11.3, 180, 5204, 15107
1.6.4, 1.12.0, 126, 5204, 6336
1.6.4, 1.12.1, 126, 5204, 6335
1.6.4, 1.12.2, 126, 5204, 6328
1.6.4, 1.12.3, 126, 5204, 6323
1.6.4, 1.12.4, 126, 5204, 6323
1.6.4, 1.3, 0, 5204, 2850
1.6.4, 1.3.0, 0, 5204, 2850
1.6.4, 1.3.1, 0, 5204, 2843
1.6.4, 1.3.2, 0, 5204, 2953
1.6.4, 1.4, 442, 5204, 3296
1.6.4, 1.4.0, 442, 5204, 3296
1.6.4, 1.4.1, 494, 5204, 3349
1.6.4, 1.4.2, 688, 5204, 3455
1.6.4, 1.4.3, 824, 5204, 3790
1.6.4, 1.4.4, 826, 5204, 3890
1.6.4, 1.5, 903, 5204, 4379
1.6.4, 1.5.0, 903, 5204, 4379
1.6.4, 1.5.1, 983, 5204, 4447
1.6.4, 1.5.2, 983, 5204, 4479
1.6.4, 1.6, 1035, 5204, 4867
1.6.4, 1.6.0, 1035, 5204, 4867
1.6.4, 1.6.1, 1046, 5204, 4914
1.6.4, 1.6.2, 1052, 5204, 4950
1.6.4, 1.6.3, 1053, 5204, 5204
1.6.4, 1.6.4, 1053, 5204, 5204
1.6.4, 1.7, 740, 5204, 5398
1.6.4, 1.7.0, 740, 5204, 5398
1.6.4, 1.7.1, 740, 5204, 5373
1.6.4, 1.7.2, 735, 5204, 5473
1.6.4, 1.8.0, 520, 5204, 5314
1.6.4, 1.8.1, 520, 5204, 5319
1.6.4, 1.8.2, 516, 5204, 5323
1.6.4, 1.8.3, 495, 5204, 5335
1.6.4, 1.9.0, 368, 5204, 5269
1.6.4, 1.9.1, 352, 5204, 5290
1.6.4, 2.0.0, 222, 5204, 4804
1.6.4, 2.0.1, 222, 5204, 4825
1.6.4, 2.0.2, 222, 5204, 4819
1.6.4, 2.0.3, 222, 5204, 4829
1.6.4, 2.1.0, 222, 5204, 14476
1.6.4, 2.1.1, 222, 5204, 14525
1.6.4, 2.1.2, 222, 5204, 14536
1.6.4, 2.1.3, 222, 5204, 14536
1.6.4, 2.1.4, 222, 5204, 14536
1.6.4, 2.2.0, 135, 5204, 5749
1.6.4, 2.2.1, 135, 5204, 5747
1.6.4, 2.2.2, 135, 5204, 5749
1.6.4, 2.2.3, 135, 5204, 5749
1.6.4, 2.2.4, 135, 5204, 5742
1.6.4, 3.0.0, 123, 5204, 6013
1.6.4, 3.1.0, 123, 5204, 6034
1.6.4, 3.1.1, 123, 5204, 6095
1.6.4, 3.2.0, 123, 5204, 6117
1.6.4, 3.2.1, 123, 5204, 6117
1.6.4, 3.3.0, 96, 5204, 6235
1.6.4, 3.3.1, 96, 5204, 6235
1.6.4, 3.4.0, 71, 5204, 6352
1.6.4, 3.4.1, 71, 5204, 6357
1.7, 1.10.0, 319, 5398, 5322
1.7, 1.10.1, 319, 5398, 5318
1.7, 1.10.2, 319, 5398, 5325
1.7, 1.11.0, 309, 5398, 15110
1.7, 1.11.1, 309, 5398, 15088
1.7, 1.11.2, 309, 5398, 15107
1.7, 1.11.3, 309, 5398, 15107
1.7, 1.12.0, 164, 5398, 6336
1.7, 1.12.1, 164, 5398, 6335
1.7, 1.12.2, 164, 5398, 6328
1.7, 1.12.3, 164, 5398, 6323
1.7, 1.12.4, 164, 5398, 6323
1.7, 1.3, 0, 5398, 2850
1.7, 1.3.0, 0, 5398, 2850
1.7, 1.3.1, 0, 5398, 2843
1.7, 1.3.2, 0, 5398, 2953
1.7, 1.4, 269, 5398, 3296
1.7, 1.4.0, 269, 5398, 3296
1.7, 1.4.1, 299, 5398, 3349
1.7, 1.4.2, 326, 5398, 3455
1.7, 1.4.3, 548, 5398, 3790
1.7, 1.4.4, 550, 5398, 3890
1.7, 1.5, 707, 5398, 4379
1.7, 1.5.0, 707, 5398, 4379
1.7, 1.5.1, 785, 5398, 4447
1.7, 1.5.2, 785, 5398, 4479
1.7, 1.6, 684, 5398, 4867
1.7, 1.6.0, 684, 5398, 4867
1.7, 1.6.1, 694, 5398, 4914
1.7, 1.6.2, 706, 5398, 4950
1.7, 1.6.3, 720, 5398, 5204
1.7, 1.6.4, 736, 5398, 5204
1.7, 1.7, 913, 5398, 5398
1.7, 1.7.0, 913, 5398, 5398
1.7, 1.7.1, 885, 5398, 5373
1.7, 1.7.2, 867, 5398, 5473
1.7, 1.8.0, 706, 5398, 5314
1.7, 1.8.1, 706, 5398, 5319
1.7, 1.8.2, 704, 5398, 5323
1.7, 1.8.3, 706, 5398, 5335
1.7, 1.9.0, 430, 5398, 5269
1.7, 1.9.1, 418, 5398, 5290
1.7, 2.0.0, 308, 5398, 4804
1.7, 2.0.1, 308, 5398, 4825
1.7, 2.0.2, 308, 5398, 4819
1.7, 2.0.3, 308, 5398, 4829
1.7, 2.1.0, 308, 5398, 14476
1.7, 2.1.1, 308, 5398, 14525
